Year,Cause Name,State,Deaths,Age-adjusted Death Rate,Population
2007,unintentional injuries,Iowa,1252,37.5,2999212
2007,unintentional injuries,Kansas,1205,41.4,2783785
2007,unintentional injuries,Maine,584,41.6,1327040
2007,unintentional injuries,Maryland,1480,26.2,5653408
2007,unintentional injuries,Massachusetts,2139,31.0,6431559
2007,unintentional injuries,Michigan,3764,36.5,10001284
2007,unintentional injuries,Minnesota,2066,37.5,5207203
2007,unintentional injuries,Mississippi,1808,62.2,2928350
2007,unintentional injuries,Missouri,2975,48.8,5887612
2007,unintentional injuries,Montana,614,60.3,964706
2007,unintentional injuries,Nebraska,674,35.8,1783440
2007,unintentional injuries,Nevada,1212,48.1,2601072
2007,unintentional injuries,New Hampshire,527,39.0,1312540
2007,unintentional injuries,New Jersey,2425,26.9,8677885
2007,unintentional injuries,New Mexico,1329,67.7,1990070
2007,unintentional injuries,New York,5160,25.7,19132335
2007,unintentional injuries,North Carolina,4389,48.3,9118037
2007,unintentional injuries,North Dakota,279,38.9,652822
2007,unintentional injuries,Ohio,4922,41.3,11500468
2007,unintentional injuries,Oklahoma,2149,58.8,3634349
2007,unintentional injuries,Oregon,1646,41.8,3722417
2007,unintentional injuries,Pennsylvania,5568,40.8,12563937
2007,unintentional injuries,Rhode Island,416,34.7,1057315
2007,unintentional injuries,South Carolina,2364,53.2,4444110
2007,unintentional injuries,South Dakota,366,42.5,791623
2007,unintentional injuries,Tennessee,3257,52.4,6175727
2007,unintentional injuries,Texas,9392,42.0,23831983
2007,unintentional injuries,United States,123706,40.4,302743399
2007,unintentional injuries,Utah,811,35.6,2597746
2007,unintentional injuries,Vermont,303,44.9,623481
2007,unintentional injuries,Virginia,2931,38.3,7751000
2007,unintentional injuries,Washington,2637,40.2,6461587
2007,unintentional injuries,West Virginia,1241,65.8,1834052
2007,unintentional injuries,Wisconsin,2619,44.0,5610775
2007,unintentional injuries,Wyoming,299,56.5,534876
2007,alzheimer's disease,Alabama,1517,32.6,4672840
2007,alzheimer's disease,Alaska,65,22.4,680300
2007,alzheimer's disease,Arizona,2051,34.2,6167681
2007,alzheimer's disease,Arkansas,824,26.5,2848650
2007,alzheimer's disease,California,8497,25.6,36250311
2007,alzheimer's disease,Colorado,1109,28.3,4803868
2007,alzheimer's disease,Connecticut,764,16.6,3527270
2007,alzheimer's disease,Delaware,201,22.1,871749
2007,alzheimer's disease,District of Columbia,140,24.0,574404
2007,alzheimer's disease,Florida,4644,18.7,18367842
2007,alzheimer's disease,Georgia,1849,27.2,9349988
2007,alzheimer's disease,Hawaii,247,15.7,1315675
2007,alzheimer's disease,Idaho,416,29.4,1505105
2007,alzheimer's disease,Illinois,2734,20.5,12695866
2007,alzheimer's disease,Indiana,1663,25.1,6379599
2007,alzheimer's disease,Iowa,1202,28.7,2999212
2007,alzheimer's disease,Kansas,860,25.8,2783785
2007,alzheimer's disease,Kentucky,1198,28.7,4256672
2007,alzheimer's disease,Louisiana,1324,33.3,4375581
2007,alzheimer's disease,Maine,470,28.1,1327040
2007,alzheimer's disease,Maryland,881,16.2,5653408
2007,alzheimer's disease,Massachusetts,1695,21.1,6431559
2007,alzheimer's disease,Michigan,2432,22.4,10001284
2007,alzheimer's disease,Minnesota,1179,19.9,5207203
2007,alzheimer's disease,Mississippi,797,28.9,2928350
2007,alzheimer's disease,Missouri,1681,25.5,5887612
2007,alzheimer's disease,Montana,260,22.6,964706
2007,alzheimer's disease,Nebraska,512,23.5,1783440
2007,alzheimer's disease,Nevada,248,13.4,2601072
2007,alzheimer's disease,New Hampshire,418,29.5,1312540
2007,alzheimer's disease,New Jersey,1823,18.2,8677885
2007,alzheimer's disease,New Mexico,322,17.1,1990070
2007,alzheimer's disease,New York,1999,9.1,19132335
2007,alzheimer's disease,North Carolina,2460,28.7,9118037
2007,alzheimer's disease,North Dakota,395,42.0,652822
2007,alzheimer's disease,Ohio,3671,27.9,11500468
2007,alzheimer's disease,Oklahoma,927,24.8,3634349
2007,alzheimer's disease,Oregon,1200,27.9,3722417
2007,alzheimer's disease,Pennsylvania,3505,20.3,12563937
2007,alzheimer's disease,Rhode Island,328,22.2,1057315
2007,alzheimer's disease,South Carolina,1396,33.6,4444110
2007,alzheimer's disease,South Dakota,346,32.1,791623
2007,alzheimer's disease,Tennessee,2276,38.2,6175727
2007,alzheimer's disease,Texas,4814,26.8,23831983
2007,alzheimer's disease,United States,74632,23.8,302743399
2007,alzheimer's disease,Utah,393,22.1,2597746
2007,alzheimer's disease,Vermont,205,28.7,623481
2007,alzheimer's disease,Virginia,1703,24.4,7751000
2007,alzheimer's disease,Washington,2689,41.8,6461587
2007,alzheimer's disease,West Virginia,534,24.2,1834052
2007,alzheimer's disease,Wisconsin,1658,24.7,5610775
2007,alzheimer's disease,Wyoming,110,22.0,534876
2007,stroke,Alabama,2747,56.9,4672840
2007,stroke,Alaska,157,47.0,680300
2007,stroke,Arizona,2207,35.9,6167681
2007,stroke,Arkansas,1873,60.1,2848650
2007,stroke,California,14557,43.7,36250311
2007,stroke,Colorado,1600,39.5,4803868
2007,stroke,Connecticut,1463,33.4,3527270
2007,stroke,Delaware,374,40.4,871749
2007,stroke,District of Columbia,220,39.0,574404
2007,stroke,Florida,8781,36.5,18367842
2007,stroke,Georgia,3894,52.0,9349988
2007,stroke,Hawaii,643,41.9,1315675
2007,stroke,Idaho,640,44.6,1505105
2007,stroke,Illinois,5864,44.7,12695866
2007,stroke,Indiana,3083,46.6,6379599
2007,stroke,Iowa,1686,42.8,2999212
2007,stroke,Kansas,1498,46.7,2783785
2007,stroke,Kentucky,2144,49.8,4256672
2007,stroke,Louisiana,2147,51.3,4375581
2007,stroke,Maine,664,40.4,1327040
2007,stroke,Maryland,2364,42.9,5653408
2007,stroke,Massachusetts,2832,36.7,6431559
2007,stroke,Michigan,4798,44.5,10001284
2007,stroke,Minnesota,2193,38.4,5207203
2007,stroke,Mississippi,1589,55.7,2928350
2007,stroke,Missouri,3229,49.4,5887612
2007,stroke,Montana,443,39.0,964706
2007,stroke,Nebraska,921,43.8,1783440
2007,stroke,Nevada,850,39.8,2601072
2007,stroke,New Hampshire,489,34.8,1312540
2007,stroke,New Jersey,3492,36.0,8677885
2007,stroke,New Mexico,804,41.3,1990070
2007,stroke,New York,6160,28.8,19132335
2007,stroke,North Carolina,4530,51.1,9118037
2007,stroke,North Dakota,330,37.9,652822
2007,stroke,Ohio,5905,45.5,11500468
2007,stroke,Oklahoma,2126,56.2,3634349
2007,stroke,Oregon,1835,43.7,3722417
2007,stroke,Pennsylvania,7152,43.4,12563937
2007,stroke,Rhode Island,457,33.4,1057315
2007,stroke,South Carolina,2466,55.8,4444110
2007,stroke,South Dakota,410,40.2,791623
2007,stroke,Tennessee,3450,55.9,6175727
2007,stroke,Texas,9796,51.5,23831983
2007,stroke,United States,135952,43.5,302743399
2007,stroke,Utah,755,41.3,2597746
2007,stroke,Vermont,269,38.0,623481
2007,stroke,Virginia,3313,45.7,7751000
2007,stroke,Washington,2692,42.1,6461587
2007,stroke,West Virginia,1113,49.7,1834052
2007,stroke,Wisconsin,2738,42.6,5610775
2007,stroke,Wyoming,209,40.5,534876
2007,clrd,Alabama,2530,51.3,4672840
2007,clrd,Alaska,175,45.5,680300
2007,clrd,Arizona,2686,42.9,6167681
2007,clrd,Arkansas,1656,52.6,2848650
2007,clrd,California,12532,38.3,36250311
2007,clrd,Colorado,2002,49.4,4803868
2007,clrd,Connecticut,1353,32.3,3527270
2007,clrd,Delaware,379,40.5,871749
2007,clrd,District of Columbia,129,23.5,574404
2007,clrd,Florida,9357,38.6,18367842
2007,clrd,Georgia,3384,45.1,9349988
2007,clrd,Hawaii,299,19.9,1315675
2007,clrd,Idaho,666,47.1,1505105
2007,clrd,Illinois,4742,37.0,12695866
2007,clrd,Indiana,3227,49.3,6379599
2007,clrd,Iowa,1660,44.6,2999212
2007,clrd,Kansas,1476,48.6,2783785
2007,clrd,Kentucky,2629,59.9,4256672
2007,clrd,Louisiana,1685,40.0,4375581
2007,clrd,Maine,728,44.5,1327040
2007,clrd,Maryland,1901,35.2,5653408
2007,clrd,Massachusetts,2332,31.6,6431559
2007,clrd,Michigan,4624,43.4,10001284
2007,clrd,Minnesota,1758,32.5,5207203
2007,clrd,Mississippi,1408,48.7,2928350
2007,clrd,Missouri,3081,47.6,5887612
2007,clrd,Montana,604,54.7,964706
2007,clrd,Nebraska,919,45.9,1783440
2007,clrd,Nevada,1050,48.9,2601072
2007,clrd,New Hampshire,611,44.2,1312540
2007,clrd,New Jersey,2991,31.4,8677885
2007,clrd,New Mexico,884,45.1,1990070
2007,clrd,New York,6561,31.3,19132335
2007,clrd,North Carolina,4231,46.9,9118037
2007,clrd,North Dakota,265,32.7,652822
2007,clrd,Ohio,6454,50.4,11500468
2007,clrd,Oklahoma,2386,62.1,3634349
2007,clrd,Oregon,1892,46.1,3722417
2007,clrd,Pennsylvania,6077,38.1,12563937
2007,clrd,Rhode Island,421,32.5,1057315
2007,clrd,South Carolina,2036,44.9,4444110
2007,clrd,South Dakota,457,48.0,791623
2007,clrd,Tennessee,3167,50.0,6175727
2007,clrd,Texas,8107,42.2,23831983
2007,clrd,United States,127924,41.4,302743399
2007,clrd,Utah,617,33.2,2597746
2007,clrd,Vermont,316,45.0,623481
2007,clrd,Virginia,2770,38.3,7751000
2007,clrd,Washington,2684,42.8,6461587
2007,clrd,West Virginia,1331,58.3,1834052
2007,clrd,Wisconsin,2399,38.6,5610775
2007,clrd,Wyoming,295,56.7,534876
2007,diabetes,Alabama,1313,26.4,4672840
2007,diabetes,Alaska,105,24.1,680300
2007,diabetes,Arizona,1159,18.3,6167681
2007,diabetes,Arkansas,838,26.8,2848650
2007,diabetes,California,7413,22.2,36250311
2007,diabetes,Colorado,710,16.8,4803868
2007,diabetes,Connecticut,646,15.5,3527270
2007,diabetes,Delaware,223,23.6,871749
2007,diabetes,District of Columbia,152,26.6,574404
2007,diabetes,Florida,5110,21.7,18367842
2007,diabetes,Georgia,1604,20.0,9349988
2007,diabetes,Hawaii,291,19.0,1315675
2007,diabetes,Idaho,331,22.9,1505105
2007,diabetes,Illinois,2851,22.0,12695866
2007,diabetes,Indiana,1564,23.5,6379599
2007,diabetes,Iowa,767,20.6,2999212
2007,diabetes,Kansas,702,22.8,2783785
2007,diabetes,Kentucky,1091,24.4,4256672
2007,diabetes,Louisiana,1437,33.5,4375581
2007,diabetes,Maine,355,21.8,1327040
2007,diabetes,Maryland,1301,23.4,5653408
2007,diabetes,Massachusetts,1222,16.6,6431559
2007,diabetes,Michigan,2826,26.3,10001284
2007,diabetes,Minnesota,1084,19.6,5207203
2007,diabetes,Mississippi,654,22.1,2928350
2007,diabetes,Missouri,1444,22.4,5887612
2007,diabetes,Montana,258,23.0,964706
2007,diabetes,Nebraska,472,23.4,1783440
2007,diabetes,Nevada,312,13.0,2601072
2007,diabetes,New Hampshire,280,20.2,1312540
2007,diabetes,New Jersey,2329,24.4,8677885
2007,diabetes,New Mexico,673,33.2,1990070
2007,diabetes,New York,3715,17.7,19132335
2007,diabetes,North Carolina,2156,23.3,9118037
2007,diabetes,North Dakota,226,28.1,652822
2007,diabetes,Ohio,3722,29.0,11500468
2007,diabetes,Oklahoma,1148,29.8,3634349
2007,diabetes,Oregon,1113,27.0,3722417
2007,diabetes,Pennsylvania,3442,21.9,12563937
2007,diabetes,Rhode Island,248,19.1,1057315
2007,diabetes,South Carolina,1231,26.7,4444110
2007,diabetes,South Dakota,247,26.1,791623
2007,diabetes,Tennessee,1700,26.7,6175727
2007,diabetes,Texas,5109,25.3,23831983
2007,diabetes,United States,71382,22.8,302743399
2007,diabetes,Utah,548,28.8,2597746
2007,diabetes,Vermont,170,24.4,623481
2007,diabetes,Virginia,1507,20.0,7751000
2007,diabetes,Washington,1508,23.5,6461587
2007,diabetes,West Virginia,800,35.2,1834052
2007,diabetes,Wisconsin,1136,18.3,5610775
2007,diabetes,Wyoming,139,26.3,534876
2007,heart disease,Alabama,11926,245.0,4672840
2007,heart disease,Alaska,613,154.2,680300
2007,heart disease,Arizona,10302,166.0,6167681
2007,heart disease,Arkansas,7214,230.1,2848650
2007,heart disease,California,61690,183.9,36250311
2007,heart disease,Colorado,6106,147.0,4803868
2007,heart disease,Connecticut,7289,167.4,3527270
2007,heart disease,Delaware,1914,205.1,871749
2007,heart disease,District of Columbia,1434,253.6,574404
2007,heart disease,Florida,42254,175.8,18367842
2007,heart disease,Georgia,16184,212.0,9349988
2007,heart disease,Hawaii,2227,146.7,1315675
2007,heart disease,Idaho,2433,167.9,1505105
2007,heart disease,Illinois,25813,196.0,12695866
2007,heart disease,Indiana,13682,205.9,6379599
2007,heart disease,Iowa,6880,177.2,2999212
2007,heart disease,Kansas,5749,180.8,2783785
2007,heart disease,Kentucky,9916,227.0,4256672
2007,heart disease,Louisiana,9947,234.9,4375581
2007,heart disease,Maine,2852,173.0,1327040
2007,heart disease,Maryland,11314,203.0,5653408
2007,heart disease,Massachusetts,12710,166.4,6431559
2007,heart disease,Michigan,24149,222.5,10001284
2007,heart disease,Minnesota,7477,130.7,5207203
2007,heart disease,Mississippi,8037,278.5,2928350
2007,heart disease,Missouri,14338,218.9,5887612
2007,heart disease,Montana,1870,164.5,964706
2007,heart disease,Nebraska,3520,168.1,1783440
2007,heart disease,Nevada,4591,205.6,2601072
2007,heart disease,New Hampshire,2511,176.9,1312540
2007,heart disease,New Jersey,18831,193.0,8677885
2007,heart disease,New Mexico,3305,167.2,1990070
2007,heart disease,New York,49528,230.4,19132335
2007,heart disease,North Carolina,17395,193.0,9118037
2007,heart disease,North Dakota,1414,165.9,652822
2007,heart disease,Ohio,26757,205.7,11500468
2007,heart disease,Oklahoma,9602,251.1,3634349
2007,heart disease,Oregon,6655,157.6,3722417
2007,heart disease,Pennsylvania,32862,201.3,12563937
2007,heart disease,Rhode Island,2751,203.0,1057315
2007,heart disease,South Carolina,8992,199.9,4444110
2007,heart disease,South Dakota,1633,164.9,791623
2007,heart disease,Tennessee,14280,227.2,6175727
2007,heart disease,Texas,38912,200.1,23831983
2007,heart disease,United States,616067,196.1,302743399
2007,heart disease,Utah,2980,161.0,2597746
2007,heart disease,Vermont,1166,162.4,623481
2007,heart disease,Virginia,13750,186.7,7751000
2007,heart disease,Washington,11037,170.1,6461587
2007,heart disease,West Virginia,5208,232.5,1834052
2007,heart disease,Wisconsin,11110,172.7,5610775
2007,heart disease,Wyoming,957,180.4,534876
2007,influenza and pneumonia,Alabama,898,18.8,4672840
2007,influenza and pneumonia,Alaska,48,13.7,680300
2007,influenza and pneumonia,Arizona,905,14.8,6167681
2007,influenza and pneumonia,Arkansas,734,23.5,2848650
2007,influenza and pneumonia,California,6546,19.7,36250311
2007,influenza and pneumonia,Colorado,592,14.5,4803868
2007,influenza and pneumonia,Connecticut,776,17.2,3527270
2007,influenza and pneumonia,Delaware,117,12.7,871749
2007,influenza and pneumonia,District of Columbia,82,14.3,574404
2007,influenza and pneumonia,Florida,2246,9.4,18367842
2007,influenza and pneumonia,Georgia,1407,19.4,9349988
2007,influenza and pneumonia,Hawaii,199,12.7,1315675
2007,influenza and pneumonia,Idaho,228,15.7,1505105
2007,influenza and pneumonia,Illinois,2550,19.3,12695866
2007,influenza and pneumonia,Indiana,1098,16.5,6379599
2007,influenza and pneumonia,Iowa,749,18.5,2999212
2007,influenza and pneumonia,Kansas,665,20.3,2783785
2007,influenza and pneumonia,Kentucky,897,21.0,4256672
2007,influenza and pneumonia,Louisiana,870,21.1,4375581
2007,influenza and pneumonia,Maine,236,14.2,1327040
2007,influenza and pneumonia,Maryland,994,18.0,5653408
2007,influenza and pneumonia,Massachusetts,1538,19.7,6431559
2007,influenza and pneumonia,Michigan,1637,15.1,10001284
2007,influenza and pneumonia,Minnesota,603,10.4,5207203
2007,influenza and pneumonia,Mississippi,554,19.7,2928350
2007,influenza and pneumonia,Missouri,1289,19.6,5887612
2007,influenza and pneumonia,Montana,183,16.1,964706
2007,influenza and pneumonia,Nebraska,331,15.5,1783440
2007,influenza and pneumonia,Nevada,408,19.2,2601072
2007,influenza and pneumonia,New Hampshire,207,14.7,1312540
2007,influenza and pneumonia,New Jersey,1343,13.8,8677885
2007,influenza and pneumonia,New Mexico,298,15.5,1990070
2007,influenza and pneumonia,New York,4431,20.5,19132335
2007,influenza and pneumonia,North Carolina,1645,18.7,9118037
2007,influenza and pneumonia,North Dakota,133,14.9,652822
2007,influenza and pneumonia,Ohio,1743,13.4,11500468
2007,influenza and pneumonia,Oklahoma,801,21.2,3634349
2007,influenza and pneumonia,Oregon,477,11.2,3722417
2007,influenza and pneumonia,Pennsylvania,2555,15.5,12563937
2007,influenza and pneumonia,Rhode Island,224,16.1,1057315
2007,influenza and pneumonia,South Carolina,723,16.8,4444110
2007,influenza and pneumonia,South Dakota,189,18.7,791623
2007,influenza and pneumonia,Tennessee,1438,23.5,6175727
2007,influenza and pneumonia,Texas,3230,17.0,23831983
2007,influenza and pneumonia,United States,52717,16.8,302743399
2007,influenza and pneumonia,Utah,313,17.1,2597746
2007,influenza and pneumonia,Vermont,70,9.9,623481
2007,influenza and pneumonia,Virginia,1231,17.2,7751000
2007,influenza and pneumonia,Washington,743,11.4,6461587
2007,influenza and pneumonia,West Virginia,408,18.4,1834052
2007,influenza and pneumonia,Wisconsin,1022,15.7,5610775
2007,influenza and pneumonia,Wyoming,113,21.8,534876
2007,suicide,Alabama,592,12.4,4672840
2007,suicide,Alaska,149,22.6,680300
2007,suicide,Arizona,1016,16.5,6167681
2007,suicide,Arkansas,402,14.2,2848650
2007,suicide,California,3602,9.9,36250311
2007,suicide,Colorado,811,16.6,4803868
2007,suicide,Connecticut,271,7.3,3527270
2007,suicide,Delaware,95,10.6,871749
2007,suicide,District of Columbia,36,6.0,574404
2007,suicide,Florida,2587,13.2,18367842
2007,suicide,Georgia,997,10.9,9349988
2007,suicide,Hawaii,133,9.5,1315675
2007,suicide,Idaho,223,15.0,1505105
2007,suicide,Illinois,1108,8.6,12695866
2007,suicide,Indiana,790,12.3,6379599
2007,suicide,Iowa,322,10.7,2999212
2007,suicide,Kansas,382,13.7,2783785
2007,suicide,Kentucky,649,15.1,4256672
2007,suicide,Louisiana,522,12.0,4375581
2007,suicide,Maine,191,13.6,1327040
2007,suicide,Maryland,518,9.0,5653408
2007,suicide,Massachusetts,516,7.7,6431559
2007,suicide,Michigan,1131,11.1,10001284
2007,suicide,Minnesota,572,10.8,5207203
2007,suicide,Mississippi,396,13.6,2928350
2007,suicide,Missouri,808,13.5,5887612
2007,suicide,Montana,196,19.4,964706
2007,suicide,Nebraska,181,10.1,1783440
2007,suicide,Nevada,471,18.0,2601072
2007,suicide,New Hampshire,158,11.2,1312540
2007,suicide,New Jersey,596,6.7,8677885
2007,suicide,New Mexico,401,20.3,1990070
2007,suicide,New York,1396,7.1,19132335
2007,suicide,North Carolina,1077,11.6,9118037
2007,suicide,North Dakota,95,14.2,652822
2007,suicide,Ohio,1295,11.1,11500468
2007,suicide,Oklahoma,531,14.7,3634349
2007,suicide,Oregon,594,15.3,3722417
2007,suicide,Pennsylvania,1441,11.1,12563937
2007,suicide,Rhode Island,96,8.8,1057315
2007,suicide,South Carolina,530,11.6,4444110
2007,suicide,South Dakota,102,12.5,791623
2007,suicide,Tennessee,844,13.4,6175727
2007,suicide,Texas,2433,10.5,23831983
2007,suicide,United States,34598,11.3,302743399
2007,suicide,Utah,378,15.8,2597746
2007,suicide,Vermont,89,13.9,623481
2007,suicide,Virginia,880,11.1,7751000
2007,suicide,Washington,865,13.1,6461587
2007,suicide,West Virginia,300,15.7,1834052
2007,suicide,Wisconsin,729,12.7,5610775
2007,suicide,Wyoming,101,19.3,534876
2007,cancer,Alabama,10025,198.7,4672840
2007,cancer,Alaska,839,182.6,680300
2007,cancer,Arizona,10134,158.9,6167681
2007,cancer,Arkansas,6388,201.3,2848650
2007,cancer,California,55011,163.8,36250311
2007,cancer,Colorado,6617,154.1,4803868
2007,cancer,Connecticut,6827,167.2,3527270
2007,cancer,Delaware,1853,193.5,871749
2007,cancer,District of Columbia,1169,208.2,574404
2007,cancer,Florida,40088,169.8,18367842
2007,cancer,Georgia,14983,185.5,9349988
2007,cancer,Hawaii,2214,148.0,1315675
2007,cancer,Idaho,2405,166.3,1505105
2007,cancer,Illinois,24115,186.6,12695866
2007,cancer,Indiana,12778,192.6,6379599
2007,cancer,Iowa,6376,176.8,2999212
2007,cancer,Kansas,5406,179.2,2783785
2007,cancer,Kentucky,9692,214.7,4256672
2007,cancer,Louisiana,8736,199.3,4375581
2007,cancer,Maine,3112,189.9,1327040
2007,cancer,Maryland,10179,180.5,5653408
2007,cancer,Massachusetts,13003,179.5,6431559
2007,cancer,Michigan,20087,186.4,10001284
2007,cancer,Minnesota,9176,168.7,5207203
2007,cancer,Mississippi,6002,201.8,2928350
2007,cancer,Missouri,12380,190.9,5887612
2007,cancer,Montana,1921,170.7,964706
2007,cancer,Nebraska,3479,176.6,1783440
2007,cancer,Nevada,4331,180.8,2601072
2007,cancer,New Hampshire,2609,184.7,1312540
2007,cancer,New Jersey,17096,180.1,8677885
2007,cancer,New Mexico,3238,158.1,1990070
2007,cancer,New York,35485,169.8,19132335
2007,cancer,North Carolina,17478,187.1,9118037
2007,cancer,North Dakota,1264,162.6,652822
2007,cancer,Ohio,25230,196.3,11500468
2007,cancer,Oklahoma,7727,198.5,3634349
2007,cancer,Oregon,7393,178.8,3722417
2007,cancer,Pennsylvania,29014,186.9,12563937
2007,cancer,Rhode Island,2213,178.4,1057315
2007,cancer,South Carolina,8867,188.5,4444110
2007,cancer,South Dakota,1612,174.3,791623
2007,cancer,Tennessee,13161,201.6,6175727
2007,cancer,Texas,35074,171.9,23831983
2007,cancer,United States,562875,179.3,302743399
2007,cancer,Utah,2572,133.2,2597746
2007,cancer,Vermont,1346,188.6,623481
2007,cancer,Virginia,14009,184.0,7751000
2007,cancer,Washington,11568,179.0,6461587
2007,cancer,West Virginia,4690,204.3,1834052
2007,cancer,Wisconsin,10963,177.2,5610775
2007,cancer,Wyoming,940,172.9,534876
2007,kidney disease,Alabama,1051,21.3,4672840
2007,kidney disease,Alaska,40,11.1,680300
2007,kidney disease,Arizona,528,8.5,6167681
2007,kidney disease,Arkansas,666,21.5,2848650
2007,kidney disease,California,2835,8.5,36250311
2007,kidney disease,Colorado,444,11.0,4803868
2007,kidney disease,Connecticut,566,13.2,3527270
2007,kidney disease,Delaware,163,17.4,871749
2007,kidney disease,District of Columbia,67,11.9,574404
2007,kidney disease,Florida,2923,12.2,18367842
2007,kidney disease,Georgia,1689,22.3,9349988
2007,kidney disease,Hawaii,176,11.7,1315675
2007,kidney disease,Idaho,134,9.4,1505105
2007,kidney disease,Illinois,2536,19.5,12695866
2007,kidney disease,Indiana,1293,19.6,6379599
2007,kidney disease,Iowa,272,6.9,2999212
2007,kidney disease,Kansas,554,17.6,2783785
2007,kidney disease,Kentucky,994,23.0,4256672
2007,kidney disease,Louisiana,1152,27.4,4375581
2007,kidney disease,Maine,269,16.5,1327040
2007,kidney disease,Maryland,731,13.2,5653408
2007,kidney disease,Massachusetts,1361,18.0,6431559
2007,kidney disease,Michigan,1610,15.0,10001284
2007,kidney disease,Minnesota,780,13.8,5207203
2007,kidney disease,Mississippi,697,24.3,2928350
2007,kidney disease,Missouri,1184,18.2,5887612
2007,kidney disease,Montana,110,9.8,964706
2007,kidney disease,Nebraska,269,12.8,1783440
2007,kidney disease,Nevada,461,21.3,2601072
2007,kidney disease,New Hampshire,149,10.8,1312540
2007,kidney disease,New Jersey,1690,17.5,8677885
2007,kidney disease,New Mexico,252,12.8,1990070
2007,kidney disease,New York,2387,11.2,19132335
2007,kidney disease,North Carolina,1723,19.1,9118037
2007,kidney disease,North Dakota,56,6.3,652822
2007,kidney disease,Ohio,1747,13.5,11500468
2007,kidney disease,Oklahoma,623,16.4,3634349
2007,kidney disease,Oregon,426,10.2,3722417
2007,kidney disease,Pennsylvania,2965,18.3,12563937
2007,kidney disease,Rhode Island,167,12.6,1057315
2007,kidney disease,South Carolina,806,17.9,4444110
2007,kidney disease,South Dakota,77,7.7,791623
2007,kidney disease,Tennessee,831,13.3,6175727
2007,kidney disease,Texas,3291,17.0,23831983
2007,kidney disease,United States,46448,14.9,302743399
2007,kidney disease,Utah,220,12.0,2597746
2007,kidney disease,Vermont,54,7.6,623481
2007,kidney disease,Virginia,1439,19.7,7751000
2007,kidney disease,Washington,440,6.8,6461587
2007,kidney disease,West Virginia,480,21.3,1834052
2007,kidney disease,Wisconsin,1002,15.6,5610775
2007,kidney disease,Wyoming,68,13.4,534876
2006,unintentional injuries,Alabama,2506,54.0,4628981
2006,unintentional injuries,Alaska,316,52.3,675302
2006,unintentional injuries,Arizona,3352,56.0,6029141
2006,unintentional injuries,Arkansas,1415,49.4,2821761
2006,unintentional injuries,California,11375,32.1,36021202
2006,unintentional injuries,Colorado,1917,42.5,4720423
2006,unintentional injuries,Connecticut,1302,34.6,3517460
2006,unintentional injuries,Delaware,329,38.0,859268
2006,unintentional injuries,District of Columbia,224,39.4,570681
2006,unintentional injuries,Florida,8917,46.5,18166990
2006,unintentional injuries,Georgia,3879,45.1,9155813
2006,unintentional injuries,Hawaii,441,31.7,1309731
2006,unintentional injuries,Idaho,682,47.5,1468669
2006,unintentional injuries,Illinois,4451,34.9,12643955
2006,unintentional injuries,Indiana,2480,38.9,6332669
2006,unintentional injuries,Iowa,1188,35.7,2982644
2006,unintentional injuries,Kansas,1198,41.7,2762931
2006,unintentional injuries,Kentucky,2446,57.9,4219239
2006,unintentional injuries,Louisiana,2422,56.8,4302665
2006,unintentional injuries,Maine,572,40.8,1323619
2006,unintentional injuries,Maryland,1456,26.1,5627367
2006,unintentional injuries,Massachusetts,2214,32.3,6410084
2006,unintentional injuries,Michigan,3590,35.2,10036081
2006,unintentional injuries,Minnesota,1919,35.4,5163555
2006,unintentional injuries,Mississippi,1856,64.7,2904978
2006,unintentional injuries,Missouri,3009,50.1,5842704
2006,unintentional injuries,Montana,558,55.7,952692
2006,unintentional injuries,Nebraska,683,36.1,1772693
2006,unintentional injuries,Nevada,1091,44.3,2522658
2006,unintentional injuries,New Hampshire,460,34.1,1308389
2006,unintentional injuries,New Jersey,2590,29.0,8661679
2006,unintentional injuries,New Mexico,1297,67.6,1962137
2006,unintentional injuries,New York,5235,26.2,19104631
2006,unintentional injuries,North Carolina,4156,46.9,8917270
2006,unintentional injuries,North Dakota,275,38.9,649422
2006,unintentional injuries,Ohio,4821,40.5,11481213
2006,unintentional injuries,Oklahoma,2039,56.6,3594090
2006,unintentional injuries,Oregon,1586,40.8,3670883
2006,unintentional injuries,Pennsylvania,5299,39.5,12510809
2006,unintentional injuries,Rhode Island,434,36.5,1063096
2006,unintentional injuries,South Carolina,2315,53.3,4357847
2006,unintentional injuries,South Dakota,452,53.4,783033
2006,unintentional injuries,Tennessee,3307,54.3,6088766
2006,unintentional injuries,Texas,9140,41.6,23359580
2006,unintentional injuries,United States,121599,40.2,299753098
2006,unintentional injuries,Utah,715,31.6,2525507
2006,unintentional injuries,Vermont,301,45.8,622892
2006,unintentional injuries,Virginia,2703,35.8,7673725
2006,unintentional injuries,Washington,2679,41.5,6370753
2006,unintentional injuries,West Virginia,1177,62.4,1827912
2006,unintentional injuries,Wisconsin,2524,42.7,5577655
2006,unintentional injuries,Wyoming,306,58.9,522667
2006,alzheimer's disease,Alabama,1497,32.7,4628981
2006,alzheimer's disease,Alaska,73,25.9,675302
2006,alzheimer's disease,Arizona,2066,35.8,6029141
2006,alzheimer's disease,Arkansas,783,25.5,2821761
2006,alzheimer's disease,California,8146,25.3,36021202
2006,alzheimer's disease,Colorado,1058,28.1,4720423
