Year,Cause Name,State,Deaths,Age-adjusted Death Rate,Population
2015,influenza and pneumonia,Colorado,659,12.3,5440445
2015,influenza and pneumonia,Connecticut,667,13.6,3593862
2015,influenza and pneumonia,Delaware,189,16.1,944107
2015,influenza and pneumonia,District of Columbia,104,16.2,672736
2015,influenza and pneumonia,Florida,2676,8.9,20268567
2015,influenza and pneumonia,Georgia,1467,15.5,10199533
2015,influenza and pneumonia,Hawaii,557,27.4,1426320
2015,influenza and pneumonia,Idaho,218,12.4,1649324
2015,influenza and pneumonia,Illinois,2343,15.7,12862051
2015,influenza and pneumonia,Indiana,1044,13.9,6610596
2015,influenza and pneumonia,Iowa,618,14.2,3118473
2015,influenza and pneumonia,Kansas,682,18.9,2905789
2015,influenza and pneumonia,Kentucky,967,19.3,4422057
2015,influenza and pneumonia,Louisiana,753,15.3,4671211
2015,influenza and pneumonia,Maine,333,17.6,1327787
2015,influenza and pneumonia,Maryland,1176,17.7,6000561
2015,influenza and pneumonia,Massachusetts,1512,17.1,6794002
2015,influenza and pneumonia,Michigan,1894,15.2,9918170
2015,influenza and pneumonia,Minnesota,738,10.9,5483238
2015,influenza and pneumonia,Mississippi,791,24.0,2985297
2015,influenza and pneumonia,Missouri,1337,17.9,6072640
2015,influenza and pneumonia,Montana,183,13.7,1028317
2015,influenza and pneumonia,Nebraska,397,16.9,1893564
2015,influenza and pneumonia,Nevada,630,21.3,2883057
2015,influenza and pneumonia,New Hampshire,275,16.1,1330134
2015,influenza and pneumonia,New Jersey,1402,12.5,8960001
2015,influenza and pneumonia,New Mexico,322,13.6,2082264
2015,influenza and pneumonia,New York,4881,20.0,19819347
2015,influenza and pneumonia,North Carolina,2115,18.7,10041769
2015,influenza and pneumonia,North Dakota,172,17.7,754859
2015,influenza and pneumonia,Ohio,2445,16.6,11606027
2015,influenza and pneumonia,Oklahoma,717,16.5,3904353
2015,influenza and pneumonia,Oregon,453,9.0,4016537
2015,influenza and pneumonia,Pennsylvania,2899,15.9,12791124
2015,influenza and pneumonia,Rhode Island,246,16.2,1055916
2015,influenza and pneumonia,South Carolina,848,15.3,4892423
2015,influenza and pneumonia,South Dakota,213,18.2,854036
2015,influenza and pneumonia,Tennessee,1723,23.3,6590726
2015,influenza and pneumonia,Texas,3214,13.0,27454880
2015,influenza and pneumonia,United States,57062,15.2,324607776
2015,influenza and pneumonia,Utah,372,15.7,2984917
2015,influenza and pneumonia,Vermont,85,10.0,624455
2015,influenza and pneumonia,Virginia,1416,15.7,8366767
2015,influenza and pneumonia,Washington,851,10.7,7152818
2015,influenza and pneumonia,West Virginia,526,21.2,1839767
2015,influenza and pneumonia,Wisconsin,1052,14.2,5759744
2015,influenza and pneumonia,Wyoming,99,16.0,586102
2015,suicide,Alabama,750,14.9,4850858
2015,suicide,Alaska,201,26.9,737979
2015,suicide,Arizona,1276,18.2,6802262
2015,suicide,Arkansas,577,19.1,2975626
2015,suicide,California,4167,10.3,39032444
2015,suicide,Colorado,1093,19.5,5440445
2015,suicide,Connecticut,384,9.9,3593862
2015,suicide,Delaware,122,12.6,944107
2015,suicide,District of Columbia,34,4.9,672736
2015,suicide,Florida,3205,14.4,20268567
2015,suicide,Georgia,1317,12.7,10199533
2015,suicide,Hawaii,201,13.5,1426320
2015,suicide,Idaho,359,22.1,1649324
2015,suicide,Illinois,1363,10.3,12862051
2015,suicide,Indiana,960,14.4,6610596
2015,suicide,Iowa,433,13.9,3118473
2015,suicide,Kansas,477,16.3,2905789
2015,suicide,Kentucky,776,17.1,4422057
2015,suicide,Louisiana,722,15.2,4671211
2015,suicide,Maine,235,16.0,1327787
2015,suicide,Maryland,553,8.8,6000561
2015,suicide,Massachusetts,642,8.9,6794002
2015,suicide,Michigan,1410,13.8,9918170
2015,suicide,Minnesota,730,13.2,5483238
2015,suicide,Mississippi,431,14.0,2985297
2015,suicide,Missouri,1052,17.1,6072640
2015,suicide,Montana,272,25.3,1028317
2015,suicide,Nebraska,223,11.7,1893564
2015,suicide,Nevada,558,18.4,2883057
2015,suicide,New Hampshire,228,16.5,1330134
2015,suicide,New Jersey,789,8.3,8960001
2015,suicide,New Mexico,500,23.7,2082264
2015,suicide,New York,1652,7.8,19819347
2015,suicide,North Carolina,1406,13.4,10041769
2015,suicide,North Dakota,124,17.5,754859
2015,suicide,Ohio,1650,13.9,11606027
2015,suicide,Oklahoma,790,20.3,3904353
2015,suicide,Oregon,762,17.8,4016537
2015,suicide,Pennsylvania,1894,14.0,12791124
2015,suicide,Rhode Island,127,11.2,1055916
2015,suicide,South Carolina,742,14.8,4892423
2015,suicide,South Dakota,173,20.4,854036
2015,suicide,Tennessee,1068,15.7,6590726
2015,suicide,Texas,3403,12.5,27454880
2015,suicide,United States,44193,13.3,324607776
2015,suicide,Utah,630,22.4,2984917
2015,suicide,Vermont,103,14.8,624455
2015,suicide,Virginia,1118,12.7,8366767
2015,suicide,Washington,1137,15.4,7152818
2015,suicide,West Virginia,340,17.4,1839767
2015,suicide,Wisconsin,877,14.7,5759744
2015,suicide,Wyoming,157,28.0,586102
2015,cancer,Alabama,10354,175.6,4850858
2015,cancer,Alaska,978,159.8,737979
2015,cancer,Arizona,11776,141.3,6802262
2015,cancer,Arkansas,6727,185.4,2975626
2015,cancer,California,59629,142.8,39032444
2015,cancer,Colorado,7604,134.4,5440445
2015,cancer,Connecticut,6666,146.2,3593862
2015,cancer,Delaware,2010,165.6,944107
2015,cancer,District of Columbia,1072,167.5,672736
2015,cancer,Florida,44027,150.6,20268567
2015,cancer,Georgia,16945,163.0,10199533
2015,cancer,Hawaii,2462,135.3,1426320
2015,cancer,Idaho,2849,153.6,1649324
2015,cancer,Illinois,24713,167.6,12862051
2015,cancer,Indiana,13511,176.3,6610596
2015,cancer,Iowa,6513,164.1,3118473
2015,cancer,Kansas,5604,164.6,2905789
2015,cancer,Kentucky,10312,195.9,4422057
2015,cancer,Louisiana,9397,180.2,4671211
2015,cancer,Maine,3398,178.0,1327787
2015,cancer,Maryland,10568,155.0,6000561
2015,cancer,Massachusetts,12750,152.9,6794002
2015,cancer,Michigan,20732,168.0,9918170
2015,cancer,Minnesota,9925,153.0,5483238
2015,cancer,Mississippi,6485,188.4,2985297
2015,cancer,Missouri,12965,173.4,6072640
2015,cancer,Montana,2130,156.9,1028317
2015,cancer,Nebraska,3514,157.8,1893564
2015,cancer,Nevada,5015,157.2,2883057
2015,cancer,New Hampshire,2773,161.3,1330134
2015,cancer,New Jersey,16270,150.8,8960001
2015,cancer,New Mexico,3591,143.3,2082264
2015,cancer,New York,35089,148.4,19819347
2015,cancer,North Carolina,19322,164.7,10041769
2015,cancer,North Dakota,1320,152.9,754859
2015,cancer,Ohio,25396,175.1,11606027
2015,cancer,Oklahoma,8280,184.3,3904353
2015,cancer,Oregon,8093,160.2,4016537
2015,cancer,Pennsylvania,28697,167.2,12791124
2015,cancer,Rhode Island,2226,163.1,1055916
2015,cancer,South Carolina,9950,166.6,4892423
2015,cancer,South Dakota,1640,154.0,854036
2015,cancer,Tennessee,14214,180.5,6590726
2015,cancer,Texas,39121,149.2,27454880
2015,cancer,United States,595930,158.5,324607776
2015,cancer,Utah,3091,125.2,2984917
2015,cancer,Vermont,1399,165.3,624455
2015,cancer,Virginia,14947,159.5,8366767
2015,cancer,Washington,12687,156.4,7152818
2015,cancer,West Virginia,4839,190.4,1839767
2015,cancer,Wisconsin,11423,159.3,5759744
2015,cancer,Wyoming,931,139.4,586102
2015,kidney disease,Alabama,1040,18.4,4850858
2015,kidney disease,Alaska,50,10.0,737979
2015,kidney disease,Arizona,458,5.5,6802262
2015,kidney disease,Arkansas,707,19.8,2975626
2015,kidney disease,California,3557,8.6,39032444
2015,kidney disease,Colorado,458,8.5,5440445
2015,kidney disease,Connecticut,584,12.1,3593862
2015,kidney disease,Delaware,174,14.5,944107
2015,kidney disease,District of Columbia,65,9.9,672736
2015,kidney disease,Florida,3203,10.8,20268567
2015,kidney disease,Georgia,1881,19.2,10199533
2015,kidney disease,Hawaii,202,10.8,1426320
2015,kidney disease,Idaho,154,8.7,1649324
2015,kidney disease,Illinois,2543,17.3,12862051
2015,kidney disease,Indiana,1450,18.9,6610596
2015,kidney disease,Iowa,336,8.0,3118473
2015,kidney disease,Kansas,582,16.8,2905789
2015,kidney disease,Kentucky,998,19.7,4422057
2015,kidney disease,Louisiana,1160,23.2,4671211
2015,kidney disease,Maine,211,11.4,1327787
2015,kidney disease,Maryland,834,12.3,6000561
2015,kidney disease,Massachusetts,1228,14.3,6794002
2015,kidney disease,Michigan,1921,15.6,9918170
2015,kidney disease,Minnesota,639,9.7,5483238
2015,kidney disease,Mississippi,731,22.0,2985297
2015,kidney disease,Missouri,1483,19.9,6072640
2015,kidney disease,Montana,121,9.3,1028317
2015,kidney disease,Nebraska,264,11.2,1893564
2015,kidney disease,Nevada,316,10.5,2883057
2015,kidney disease,New Hampshire,194,11.4,1330134
2015,kidney disease,New Jersey,1582,14.4,8960001
2015,kidney disease,New Mexico,316,12.9,2082264
2015,kidney disease,New York,2245,9.3,19819347
2015,kidney disease,North Carolina,1821,16.0,10041769
2015,kidney disease,North Dakota,118,12.5,754859
2015,kidney disease,Ohio,2100,14.5,11606027
2015,kidney disease,Oklahoma,616,14.2,3904353
2015,kidney disease,Oregon,409,8.2,4016537
2015,kidney disease,Pennsylvania,3021,16.9,12791124
2015,kidney disease,Rhode Island,142,9.8,1055916
2015,kidney disease,South Carolina,886,15.5,4892423
2015,kidney disease,South Dakota,79,7.4,854036
2015,kidney disease,Tennessee,1090,14.4,6590726
2015,kidney disease,Texas,4052,16.1,27454880
2015,kidney disease,United States,49959,13.4,324607776
2015,kidney disease,Utah,363,15.6,2984917
2015,kidney disease,Vermont,39,4.5,624455
2015,kidney disease,Virginia,1470,16.1,8366767
2015,kidney disease,Washington,474,5.9,7152818
2015,kidney disease,West Virginia,510,20.4,1839767
2015,kidney disease,Wisconsin,996,13.7,5759744
2015,kidney disease,Wyoming,86,13.3,586102
2014,unintentional injuries,Alabama,2463,49.3,4840037
2014,unintentional injuries,Alaska,379,55.0,736759
2014,unintentional injuries,Arizona,3322,47.0,6706435
2014,unintentional injuries,Arkansas,1458,47.4,2964800
2014,unintentional injuries,California,11804,29.2,38701278
2014,unintentional injuries,Colorado,2517,47.1,5342311
2014,unintentional injuries,Connecticut,1641,40.9,3600188
2014,unintentional injuries,Delaware,425,43.7,934805
2014,unintentional injuries,District of Columbia,217,33.1,660797
2014,unintentional injuries,Florida,9432,41.4,19897747
2014,unintentional injuries,Georgia,3963,40.1,10083850
2014,unintentional injuries,Hawaii,476,30.1,1417710
2014,unintentional injuries,Idaho,765,46.5,1630391
2014,unintentional injuries,Illinois,4644,34.4,12882438
2014,unintentional injuries,Indiana,2974,43.9,6593182
2014,unintentional injuries,Iowa,1517,42.1,3105563
2014,unintentional injuries,Kansas,1377,44.1,2899553
2014,unintentional injuries,Kentucky,2621,58.3,4410415
2014,unintentional injuries,Louisiana,2344,49.8,4648797
2014,unintentional injuries,Maine,690,45.8,1328903
2014,unintentional injuries,Maryland,1674,26.6,5970245
2014,unintentional injuries,Massachusetts,2668,36.6,6757925
2014,unintentional injuries,Michigan,4422,41.7,9914675
2014,unintentional injuries,Minnesota,2385,39.4,5452649
2014,unintentional injuries,Mississippi,1712,56.2,2988578
2014,unintentional injuries,Missouri,3110,48.7,6058014
2014,unintentional injuries,Montana,581,52.6,1019931
2014,unintentional injuries,Nebraska,781,38.6,1880920
2014,unintentional injuries,Nevada,1166,40.2,2831730
2014,unintentional injuries,New Hampshire,716,50.5,1328684
2014,unintentional injuries,New Jersey,2970,30.9,8943010
2014,unintentional injuries,New Mexico,1534,72.1,2083207
2014,unintentional injuries,New York,5945,27.6,19773580
2014,unintentional injuries,North Carolina,4557,44.4,9941160
2014,unintentional injuries,North Dakota,349,43.3,738658
2014,unintentional injuries,Ohio,6178,50.8,11593741
2014,unintentional injuries,Oklahoma,2421,60.4,3875008
2014,unintentional injuries,Oregon,1803,41.0,3960673
2014,unintentional injuries,Pennsylvania,6640,46.8,12790341
2014,unintentional injuries,Rhode Island,592,49.2,1054782
2014,unintentional injuries,South Carolina,2436,48.2,4824758
2014,unintentional injuries,South Dakota,462,49.2,849455
2014,unintentional injuries,Tennessee,3686,54.2,6540007
2014,unintentional injuries,Texas,9723,37.3,26954436
2014,unintentional injuries,United States,135928,40.5,322033964
2014,unintentional injuries,Utah,1167,45.5,2938671
2014,unintentional injuries,Vermont,322,44.4,625665
2014,unintentional injuries,Virginia,3146,36.8,8316902
2014,unintentional injuries,Washington,2997,40.1,7046931
2014,unintentional injuries,West Virginia,1380,71.0,1847624
2014,unintentional injuries,Wisconsin,3015,46.9,5751272
2014,unintentional injuries,Wyoming,361,60.9,583334
2014,alzheimer's disease,Alabama,1885,35.3,4840037
2014,alzheimer's disease,Alaska,68,17.2,736759
2014,alzheimer's disease,Arizona,2485,31.6,6706435
2014,alzheimer's disease,Arkansas,1193,34.8,2964800
2014,alzheimer's disease,California,12644,30.9,38701278
2014,alzheimer's disease,Colorado,1364,27.4,5342311
2014,alzheimer's disease,Connecticut,923,18.4,3600188
2014,alzheimer's disease,Delaware,188,16.6,934805
2014,alzheimer's disease,District of Columbia,119,18.3,660797
2014,alzheimer's disease,Florida,5874,18.8,19897747
2014,alzheimer's disease,Georgia,2670,31.7,10083850
2014,alzheimer's disease,Hawaii,326,15.0,1417710
2014,alzheimer's disease,Idaho,376,22.4,1630391
2014,alzheimer's disease,Illinois,3266,21.9,12882438
2014,alzheimer's disease,Indiana,2204,29.4,6593182
2014,alzheimer's disease,Iowa,1313,29.6,3105563
2014,alzheimer's disease,Kansas,790,21.9,2899553
2014,alzheimer's disease,Kentucky,1523,32.1,4410415
2014,alzheimer's disease,Louisiana,1670,36.0,4648797
2014,alzheimer's disease,Maine,434,22.7,1328903
2014,alzheimer's disease,Maryland,934,14.5,5970245
2014,alzheimer's disease,Massachusetts,1688,19.0,6757925
2014,alzheimer's disease,Michigan,3349,27.0,9914675
2014,alzheimer's disease,Minnesota,1628,24.2,5452649
2014,alzheimer's disease,Mississippi,1098,35.2,2988578
2014,alzheimer's disease,Missouri,2053,27.4,6058014
2014,alzheimer's disease,Montana,253,19.2,1019931
2014,alzheimer's disease,Nebraska,515,21.9,1880920
2014,alzheimer's disease,Nevada,606,23.8,2831730
2014,alzheimer's disease,New Hampshire,396,24.0,1328684
2014,alzheimer's disease,New Jersey,1962,17.4,8943010
2014,alzheimer's disease,New Mexico,442,18.9,2083207
2014,alzheimer's disease,New York,2639,10.7,19773580
2014,alzheimer's disease,North Carolina,3246,30.5,9941160
2014,alzheimer's disease,North Dakota,364,36.2,738658
2014,alzheimer's disease,Ohio,4083,27.7,11593741
2014,alzheimer's disease,Oklahoma,1227,28.9,3875008
2014,alzheimer's disease,Oregon,1411,28.5,3960673
2014,alzheimer's disease,Pennsylvania,3486,18.3,12790341
2014,alzheimer's disease,Rhode Island,403,25.9,1054782
2014,alzheimer's disease,South Carolina,1938,37.4,4824758
2014,alzheimer's disease,South Dakota,434,36.2,849455
2014,alzheimer's disease,Tennessee,2672,38.1,6540007
2014,alzheimer's disease,Texas,6772,30.0,26954436
2014,alzheimer's disease,United States,93541,25.4,322033964
2014,alzheimer's disease,Utah,584,26.7,2938671
2014,alzheimer's disease,Vermont,266,31.9,625665
2014,alzheimer's disease,Virginia,1775,20.8,8316902
2014,alzheimer's disease,Washington,3344,43.6,7046931
2014,alzheimer's disease,West Virginia,620,25.5,1847624
2014,alzheimer's disease,Wisconsin,1876,25.0,5751272
2014,alzheimer's disease,Wyoming,162,26.6,583334
2014,stroke,Alabama,2663,48.3,4840037
2014,stroke,Alaska,157,32.3,736759
2014,stroke,Arizona,2235,28.3,6706435
2014,stroke,Arkansas,1583,45.4,2964800
2014,stroke,California,13731,33.9,38701278
2014,stroke,Colorado,1714,33.4,5342311
2014,stroke,Connecticut,1266,26.3,3600188
2014,stroke,Delaware,439,38.8,934805
2014,stroke,District of Columbia,214,33.6,660797
2014,stroke,Florida,9770,33.0,19897747
2014,stroke,Georgia,3948,42.6,10083850
2014,stroke,Hawaii,655,34.1,1417710
2014,stroke,Idaho,640,36.8,1630391
2014,stroke,Illinois,5489,37.4,12882438
2014,stroke,Indiana,3107,41.7,6593182
2014,stroke,Iowa,1433,34.0,3105563
2014,stroke,Kansas,1363,39.0,2899553
2014,stroke,Kentucky,2050,41.8,4410415
2014,stroke,Louisiana,2230,45.6,4648797
2014,stroke,Maine,628,33.2,1328903
2014,stroke,Maryland,2469,38.0,5970245
2014,stroke,Massachusetts,2460,28.7,6757925
2014,stroke,Michigan,4596,37.9,9914675
2014,stroke,Minnesota,2202,34.0,5452649
2014,stroke,Mississippi,1584,48.8,2988578
2014,stroke,Missouri,3030,41.0,6058014
2014,stroke,Montana,480,36.4,1019931
2014,stroke,Nebraska,798,34.7,1880920
2014,stroke,Nevada,948,33.8,2831730
2014,stroke,New Hampshire,474,28.9,1328684
2014,stroke,New Jersey,3419,31.4,8943010
2014,stroke,New Mexico,822,34.7,2083207
2014,stroke,New York,6212,26.1,19773580
2014,stroke,North Carolina,4702,43.0,9941160
2014,stroke,North Dakota,325,35.5,738658
2014,stroke,Ohio,5791,40.0,11593741
2014,stroke,Oklahoma,1847,43.0,3875008
2014,stroke,Oregon,1821,37.4,3960673
2014,stroke,Pennsylvania,6576,36.7,12790341
2014,stroke,Rhode Island,373,25.6,1054782
2014,stroke,South Carolina,2393,44.2,4824758
2014,stroke,South Dakota,439,38.8,849455
2014,stroke,Tennessee,3326,45.8,6540007
2014,stroke,Texas,9898,41.6,26954436
2014,stroke,United States,133103,36.5,322033964
2014,stroke,Utah,856,37.9,2938671
2014,stroke,Vermont,266,31.7,625665
2014,stroke,Virginia,3229,37.0,8316902
2014,stroke,Washington,2649,34.3,7046931
2014,stroke,West Virginia,1103,45.3,1847624
2014,stroke,Wisconsin,2511,34.6,5751272
2014,stroke,Wyoming,189,30.2,583334
2014,clrd,Alabama,3050,53.6,4840037
2014,clrd,Alaska,192,38.8,736759
2014,clrd,Arizona,3396,42.2,6706435
2014,clrd,Arkansas,2092,58.9,2964800
2014,clrd,California,12780,32.0,38701278
2014,clrd,Colorado,2451,47.2,5342311
2014,clrd,Connecticut,1368,30.2,3600188
2014,clrd,Delaware,458,40.2,934805
2014,clrd,District of Columbia,136,21.9,660797
2014,clrd,Florida,11178,38.0,19897747
2014,clrd,Georgia,4332,45.6,10083850
2014,clrd,Hawaii,313,17.1,1417710
2014,clrd,Idaho,819,45.8,1630391
2014,clrd,Illinois,5631,39.2,12882438
2014,clrd,Indiana,4029,54.0,6593182
2014,clrd,Iowa,1915,47.7,3105563
2014,clrd,Kansas,1673,49.2,2899553
2014,clrd,Kentucky,3214,63.8,4410415
2014,clrd,Louisiana,2237,45.5,4648797
2014,clrd,Maine,896,48.1,1328903
2014,clrd,Maryland,1909,29.4,5970245
2014,clrd,Massachusetts,2592,31.4,6757925
2014,clrd,Michigan,5345,44.2,9914675
2014,clrd,Minnesota,2277,36.0,5452649
2014,clrd,Mississippi,1738,52.2,2988578
2014,clrd,Missouri,3762,51.4,6058014
2014,clrd,Montana,668,50.3,1019931
2014,clrd,Nebraska,1123,50.6,1880920
2014,clrd,Nevada,1522,52.9,2831730
2014,clrd,New Hampshire,680,41.3,1328684
2014,clrd,New Jersey,3046,28.5,8943010
2014,clrd,New Mexico,1127,46.4,2083207
2014,clrd,New York,6806,29.1,19773580
2014,clrd,North Carolina,5023,45.1,9941160
2014,clrd,North Dakota,317,36.1,738658
2014,clrd,Ohio,6765,47.2,11593741
2014,clrd,Oklahoma,2772,63.3,3875008
2014,clrd,Oregon,1955,40.1,3960673
2014,clrd,Pennsylvania,6422,37.0,12790341
2014,clrd,Rhode Island,505,36.0,1054782
2014,clrd,South Carolina,2715,48.2,4824758
2014,clrd,South Dakota,441,40.8,849455
2014,clrd,Tennessee,3969,52.5,6540007
2014,clrd,Texas,9668,40.5,26954436
2014,clrd,United States,147101,40.5,322033964
2014,clrd,Utah,757,32.6,2938671
2014,clrd,Vermont,333,41.2,625665
2014,clrd,Virginia,3108,35.3,8316902
2014,clrd,Washington,2916,37.9,7046931
2014,clrd,West Virginia,1578,63.0,1847624
2014,clrd,Wisconsin,2759,39.3,5751272
2014,clrd,Wyoming,343,55.0,583334
2014,diabetes,Alabama,1281,22.8,4840037
2014,diabetes,Alaska,113,19.4,736759
2014,diabetes,Arizona,1936,24.3,6706435
2014,diabetes,Arkansas,828,24.0,2964800
2014,diabetes,California,8249,20.4,38701278
2014,diabetes,Colorado,835,15.5,5342311
2014,diabetes,Connecticut,685,14.9,3600188
2014,diabetes,Delaware,226,19.8,934805
2014,diabetes,District of Columbia,119,18.8,660797
2014,diabetes,Florida,5371,19.2,19897747
2014,diabetes,Georgia,2230,22.3,10083850
2014,diabetes,Hawaii,276,15.4,1417710
2014,diabetes,Idaho,409,22.9,1630391
2014,diabetes,Illinois,2712,18.7,12882438
2014,diabetes,Indiana,1819,24.4,6593182
2014,diabetes,Iowa,1019,25.6,3105563
2014,diabetes,Kansas,643,19.2,2899553
2014,diabetes,Kentucky,1175,23.4,4410415
2014,diabetes,Louisiana,1238,24.8,4648797
2014,diabetes,Maine,414,22.4,1328903
2014,diabetes,Maryland,1305,19.8,5970245
2014,diabetes,Massachusetts,1202,14.5,6757925
2014,diabetes,Michigan,2844,23.7,9914675
2014,diabetes,Minnesota,1193,18.7,5452649
2014,diabetes,Mississippi,1015,30.4,2988578
2014,diabetes,Missouri,1423,19.4,6058014
2014,diabetes,Montana,250,19.2,1019931
2014,diabetes,Nebraska,473,21.5,1880920
2014,diabetes,Nevada,350,11.4,2831730
2014,diabetes,New Hampshire,300,18.0,1328684
2014,diabetes,New Jersey,2062,19.3,8943010
2014,diabetes,New Mexico,671,27.5,2083207
2014,diabetes,New York,4064,17.4,19773580
2014,diabetes,North Carolina,2687,23.7,9941160
2014,diabetes,North Dakota,176,19.9,738658
2014,diabetes,Ohio,3641,25.7,11593741
2014,diabetes,Oklahoma,1261,29.1,3875008
2014,diabetes,Oregon,1083,22.4,3960673
2014,diabetes,Pennsylvania,3765,22.0,12790341
2014,diabetes,Rhode Island,252,18.3,1054782
2014,diabetes,South Carolina,1239,21.8,4824758
2014,diabetes,South Dakota,224,21.3,849455
2014,diabetes,Tennessee,1727,23.2,6540007
2014,diabetes,Texas,5348,21.3,26954436
2014,diabetes,United States,76488,20.9,322033964
2014,diabetes,Utah,570,24.3,2938671
2014,diabetes,Vermont,154,18.7,625665
2014,diabetes,Virginia,1683,18.5,8316902
2014,diabetes,Washington,1668,21.2,7046931
2014,diabetes,West Virginia,818,33.3,1847624
2014,diabetes,Wisconsin,1352,19.1,5751272
2014,diabetes,Wyoming,110,17.6,583334
2014,heart disease,Alabama,12461,224.0,4840037
2014,heart disease,Alaska,782,146.6,736759
2014,heart disease,Arizona,10805,136.4,6706435
2014,heart disease,Arkansas,7581,217.5,2964800
2014,heart disease,California,58189,142.2,38701278
2014,heart disease,Colorado,6900,130.3,5342311
2014,heart disease,Connecticut,7018,145.6,3600188
2014,heart disease,Delaware,1921,168.7,934805
2014,heart disease,District of Columbia,1324,207.8,660797
2014,heart disease,Florida,44511,151.3,19897747
2014,heart disease,Georgia,17107,179.7,10083850
2014,heart disease,Hawaii,2528,136.7,1417710
2014,heart disease,Idaho,2676,152.8,1630391
2014,heart disease,Illinois,25024,169.7,12882438
2014,heart disease,Indiana,13764,182.7,6593182
2014,heart disease,Iowa,6615,157.3,3105563
2014,heart disease,Kansas,5479,157.4,2899553
2014,heart disease,Kentucky,10013,200.5,4410415
2014,heart disease,Louisiana,10647,216.3,4648797
2014,heart disease,Maine,2776,147.9,1328903
2014,heart disease,Maryland,11135,167.8,5970245
2014,heart disease,Massachusetts,11817,137.1,6757925
2014,heart disease,Michigan,24692,200.9,9914675
2014,heart disease,Minnesota,7659,116.5,5452649
2014,heart disease,Mississippi,7538,229.9,2988578
2014,heart disease,Missouri,14338,194.7,6058014
2014,heart disease,Montana,1957,147.8,1019931
2014,heart disease,Nebraska,3296,143.0,1880920
2014,heart disease,Nevada,5761,197.2,2831730
2014,heart disease,New Hampshire,2464,147.9,1328684
2014,heart disease,New Jersey,18319,166.3,8943010
2014,heart disease,New Mexico,3424,143.3,2083207
2014,heart disease,New York,43116,178.3,19773580
2014,heart disease,North Carolina,17592,158.7,9941160
2014,heart disease,North Dakota,1381,149.2,738658
2014,heart disease,Ohio,27000,186.4,11593741
2014,heart disease,Oklahoma,9868,228.1,3875008
2014,heart disease,Oregon,6524,132.1,3960673
2014,heart disease,Pennsylvania,31353,175.8,12790341
2014,heart disease,Rhode Island,2341,160.8,1054782
2014,heart disease,South Carolina,9964,181.1,4824758
2014,heart disease,South Dakota,1704,154.6,849455
2014,heart disease,Tennessee,15223,205.6,6540007
2014,heart disease,Texas,41479,169.9,26954436
2014,heart disease,United States,614348,167.0,322033964
2014,heart disease,Utah,3431,151.0,2938671
2014,heart disease,Vermont,1311,156.6,625665
2014,heart disease,Virginia,13874,156.1,8316902
2014,heart disease,Washington,10710,137.2,7046931
2014,heart disease,West Virginia,4692,192.9,1847624
2014,heart disease,Wisconsin,11229,155.1,5751272
2014,heart disease,Wyoming,1035,162.2,583334
2014,influenza and pneumonia,Alabama,1031,18.8,4840037
2014,influenza and pneumonia,Alaska,68,14.1,736759
2014,influenza and pneumonia,Arizona,779,10.0,6706435
2014,influenza and pneumonia,Arkansas,710,20.7,2964800
2014,influenza and pneumonia,California,5970,14.7,38701278
2014,influenza and pneumonia,Colorado,701,13.3,5342311
2014,influenza and pneumonia,Connecticut,644,13.3,3600188
2014,influenza and pneumonia,Delaware,156,13.8,934805
2014,influenza and pneumonia,District of Columbia,74,11.5,660797
2014,influenza and pneumonia,Florida,2719,9.6,19897747
2014,influenza and pneumonia,Georgia,1510,16.2,10083850
2014,influenza and pneumonia,Hawaii,438,22.6,1417710
2014,influenza and pneumonia,Idaho,200,11.3,1630391
2014,influenza and pneumonia,Illinois,2485,16.8,12882438
2014,influenza and pneumonia,Indiana,1063,14.3,6593182
2014,influenza and pneumonia,Iowa,582,13.7,3105563
2014,influenza and pneumonia,Kansas,637,18.2,2899553
2014,influenza and pneumonia,Kentucky,1017,20.8,4410415
2014,influenza and pneumonia,Louisiana,854,17.5,4648797
2014,influenza and pneumonia,Maine,258,13.7,1328903
2014,influenza and pneumonia,Maryland,1019,15.6,5970245
2014,influenza and pneumonia,Massachusetts,1370,15.8,6757925
2014,influenza and pneumonia,Michigan,1875,15.5,9914675
2014,influenza and pneumonia,Minnesota,638,9.8,5452649
2014,influenza and pneumonia,Mississippi,763,23.5,2988578
2014,influenza and pneumonia,Missouri,1321,18.1,6058014
2014,influenza and pneumonia,Montana,179,13.7,1019931
2014,influenza and pneumonia,Nebraska,351,15.1,1880920
2014,influenza and pneumonia,Nevada,687,23.8,2831730
2014,influenza and pneumonia,New Hampshire,194,11.5,1328684
2014,influenza and pneumonia,New Jersey,1234,11.3,8943010
2014,influenza and pneumonia,New Mexico,376,16.1,2083207
2014,influenza and pneumonia,New York,4702,19.5,19773580
2014,influenza and pneumonia,North Carolina,1874,17.2,9941160
2014,influenza and pneumonia,North Dakota,174,18.5,738658
2014,influenza and pneumonia,Ohio,2443,16.9,11593741
2014,influenza and pneumonia,Oklahoma,723,16.8,3875008
2014,influenza and pneumonia,Oregon,450,9.1,3960673
2014,influenza and pneumonia,Pennsylvania,2541,14.2,12790341
2014,influenza and pneumonia,Rhode Island,176,11.7,1054782
2014,influenza and pneumonia,South Carolina,751,13.9,4824758
2014,influenza and pneumonia,South Dakota,181,16.2,849455
