State,Year,Spending
Missouri,2016,8608.0
Nebraska,2016,8943.0
North Dakota,2016,9682.0
South Dakota,2016,10046.0
Southeast,2016,8144.0
Alabama,2016,7968.0
Arkansas,2016,8079.0
Florida,2016,8519.0
Georgia,2016,7353.0
Kentucky,2016,8611.0
Louisiana,2016,8542.0
Mississippi,2016,8170.0
North Carolina,2016,7886.0
South Carolina,2016,7669.0
Tennessee,2016,8065.0
Virginia,2016,7987.0
West Virginia,2016,10488.0
Southwest,2016,7446.0
Arizona,2016,7189.0
New Mexico,2016,7717.0
Oklahoma,2016,8132.0
Texas,2016,7393.0
Rocky Mountains,2016,7237.0
Colorado,2016,7323.0
Idaho,2016,6974.0
Montana,2016,8680.0
Utah,2016,6398.0
Wyoming,2016,8976.0
Far West,2016,8312.0
Alaska,2016,11761.0
California,2016,8325.0
Hawaii,2016,8041.0
Nevada,2016,7377.0
Oregon,2016,8699.0
Washington,2016,8097.0
United States,2017,8936.0
New England,2017,11221.0
Connecticut,2017,10989.0
Maine,2017,10399.0
Massachusetts,2017,11746.0
New Hampshire,2017,10573.0
Rhode Island,2017,10290.0
Vermont,2017,11521.0
Mideast,2017,10797.0
Delaware,2017,11444.0
District of Columbia,2017,13131.0
Maryland,2017,9592.0
New Jersey,2017,10340.0
New York,2017,11558.0
Pennsylvania,2017,10342.0
Great Lakes,2017,9050.0
Illinois,2017,8849.0
Indiana,2017,9015.0
Michigan,2017,8940.0
Ohio,2017,9400.0
Wisconsin,2017,9019.0
Plains,2017,9066.0
Iowa,2017,8525.0
Kansas,2017,8060.0
Minnesota,2017,9782.0
Missouri,2017,8824.0
Nebraska,2017,9189.0
North Dakota,2017,9961.0
South Dakota,2017,10440.0
Southeast,2017,8425.0
Alabama,2017,8154.0
Arkansas,2017,8409.0
Florida,2017,8814.0
Georgia,2017,7605.0
Kentucky,2017,8959.0
Louisiana,2017,8984.0
Mississippi,2017,8392.0
North Carolina,2017,8105.0
South Carolina,2017,7855.0
Tennessee,2017,8485.0
Virginia,2017,8176.0
West Virginia,2017,11017.0
Southwest,2017,7664.0
Arizona,2017,7539.0
New Mexico,2017,7973.0
Oklahoma,2017,8382.0
Texas,2017,7572.0
Rocky Mountains,2017,7524.0
Colorado,2017,7615.0
Idaho,2017,7257.0
Montana,2017,9030.0
Utah,2017,6628.0
Wyoming,2017,9496.0
Far West,2017,8566.0
Alaska,2017,12303.0
California,2017,8594.0
Hawaii,2017,8496.0
Nevada,2017,7642.0
Oregon,2017,8827.0
Washington,2017,8278.0
