State,Year,Spending
Kansas,2016,22851.0
Minnesota,2016,52711.0
Missouri,2016,52437.0
Nebraska,2016,17050.0
North Dakota,2016,7321.0
South Dakota,2016,8676.0
Southeast,2016,675415.0
Alabama,2016,38778.0
Arkansas,2016,24172.0
Florida,2016,175724.0
Georgia,2016,75794.0
Kentucky,2016,38238.0
Louisiana,2016,39987.0
Mississippi,2016,24434.0
North Carolina,2016,80133.0
South Carolina,2016,38062.0
Tennessee,2016,53641.0
Virginia,2016,67233.0
West Virginia,2016,19219.0
Southwest,2016,304396.0
Arizona,2016,49926.0
New Mexico,2016,16148.0
Oklahoma,2016,31943.0
Texas,2016,206379.0
Rocky Mountains,2016,86114.0
Colorado,2016,40595.0
Idaho,2016,11744.0
Montana,2016,9046.0
Utah,2016,19477.0
Wyoming,2016,5253.0
Far West,2016,462403.0
Alaska,2016,8734.0
California,2016,325931.0
Hawaii,2016,11490.0
Nevada,2016,21537.0
Oregon,2016,35607.0
Washington,2016,59104.0
United States,2017,2905160.0
New England,2017,166153.0
Connecticut,2017,39289.0
Maine,2017,13891.0
Massachusetts,2017,80621.0
New Hampshire,2017,14278.0
Rhode Island,2017,10872.0
Vermont,2017,7202.0
Mideast,2017,528624.0
Delaware,2017,10962.0
District of Columbia,2017,9154.0
Maryland,2017,57825.0
New Jersey,2017,91907.0
New York,2017,226458.0
Pennsylvania,2017,132318.0
Great Lakes,2017,424240.0
Illinois,2017,113085.0
Indiana,2017,60057.0
Michigan,2017,89192.0
Ohio,2017,109656.0
Wisconsin,2017,52250.0
Plains,2017,192945.0
Iowa,2017,26801.0
Kansas,2017,23460.0
Minnesota,2017,54480.0
Missouri,2017,53929.0
Nebraska,2017,17616.0
North Dakota,2017,7538.0
South Dakota,2017,9122.0
Southeast,2017,705209.0
Alabama,2017,39778.0
Arkansas,2017,25260.0
Florida,2017,184902.0
Georgia,2017,79219.0
Kentucky,2017,39917.0
Louisiana,2017,41987.0
Mississippi,2017,25096.0
North Carolina,2017,83286.0
South Carolina,2017,39488.0
Tennessee,2017,56977.0
Virginia,2017,69263.0
West Virginia,2017,20037.0
Southwest,2017,317009.0
Arizona,2017,53135.0
New Mexico,2017,16687.0
Oklahoma,2017,32972.0
Texas,2017,214214.0
Rocky Mountains,2017,90853.0
Colorado,2017,42777.0
Idaho,2017,12481.0
Montana,2017,9516.0
Utah,2017,20571.0
Wyoming,2017,5508.0
Far West,2017,480126.0
Alaska,2017,9116.0
California,2017,338088.0
Hawaii,2017,12113.0
Nevada,2017,22714.0
Oregon,2017,36607.0
Washington,2017,61489.0
